ID,lat,lng,street,city,country
736,40.2042082,44.5162127,Nairi Zaryan St,Yerevan,Armenia
737,40.1922371,44.5041657,Marshal Baghramyan Ave,Yerevan,Armenia
738,40.183731,44.5111862,Mesrop Mashtots Ave,Yerevan,Armenia
739,40.2165996,44.5770075,Isahakyan,Yerevan,Armenia
740,40.188147,44.5239866,Koryun St,Yerevan,Armenia
741,40.188147,44.5239866,Koryun St,Yerevan,Armenia
742,40.1668828,44.5146355,Movses Khorenatsi Street,Yerevan,Armenia
743,40.1860168,44.5183665,Teryan St,Yerevan,Armenia
744,40.1876417,44.59892120000001,Kochinyan St,Yerevan,Armenia
745,40.1665764,44.5132354,Tigran Mets Ave,Yerevan,Armenia
746,40.18938180000001,44.5156616,Tamanyan St,Yerevan,Armenia
747,40.183731,44.5111862,Mesrop Mashtots Ave,Yerevan,Armenia
748,40.1798593,44.5250268,Alek Manukyan St,Yerevan,Armenia
749,40.2174401,44.5467774,Tsarav Aghbyur St,Yerevan,Armenia
750,40.1829508,44.5166621,Tumanyan St,Yerevan,Armenia
751,40.1763424,44.5107597,Vazgen Sargsyan St,Yerevan,Armenia
753,40.18938180000001,44.5156616,Tamanyan St,Yerevan,Armenia
754,40.1668828,44.5146355,Movses Khorenatsi Street,Yerevan,Armenia
755,40.1806224,44.50817809999999,Amiryan St,Yerevan,Armenia
756,40.1668828,44.5146355,Movses Khorenatsi Street,Yerevan,Armenia
757,40.2057999,44.5062259,Komitas Ave,Yerevan,Armenia
758,40.1567434,44.5017089,Arshakunyats Ave,Yerevan,Armenia
759,40.1820619,44.5208837,Sayat-Nova Ave,Yerevan,Armenia
760,40.1668828,44.5146355,Movses Khorenatsi Street,Yerevan,Armenia
761,40.1922371,44.5041657,Marshal Baghramyan Ave,Yerevan,Armenia
762,40.1922371,44.5041657,Marshal Baghramyan Ave,Yerevan,Armenia
763,40.203941,44.468612,Bashinjaghyan St,Yerevan,Armenia
764,40.203941,44.468612,Bashinjaghyan St,Yerevan,Armenia
766,40.1685446,44.4418443,Zoravar Andranik,Yerevan,Armenia
768,40.1685446,44.4418443,Zoravar Andranik,Yerevan,Armenia
769,40.1820773,44.5146677,Northern Ave,Yerevan,Armenia
770,40.1820773,44.5146677,Northern Ave,Yerevan,Armenia
772,40.1860168,44.5183665,Teryan St,Yerevan,Armenia
773,40.2224875,44.49763,2,Yerevan,Armenia
774,40.1668828,44.5146355,Movses Khorenatsi Street,Yerevan,Armenia
775,40.1665764,44.5132354,Tigran Mets Ave,Yerevan,Armenia
776,40.1668828,44.5146355,Movses Khorenatsi Street,Yerevan,Armenia
777,40.1567434,44.5017089,Arshakunyats Ave,Yerevan,Armenia
778,40.188147,44.5239866,Koryun St,Yerevan,Armenia
779,40.1829508,44.5166621,Tumanyan St,Yerevan,Armenia
780,40.152014,44.4963241,Garegin Nzhdeh St,Yerevan,Armenia
781,40.1723726,44.5147026,Zoravar Andranik statue; Tigran Mets Ave,Yerevan,Armenia
783,40.1828222,44.512412,Pushkin St,Yerevan,Armenia
784,40.1828222,44.512412,Pushkin St,Yerevan,Armenia
785,40.1815734,44.520049,Nalbandyan St,Yerevan,Armenia
786,40.1739979,44.52130349999999,Vardanants St,Yerevan,Armenia
788,40.1567434,44.5017089,Arshakunyats Ave,Yerevan,Armenia
790,40.1851571,44.52059999999999,Abovyan St,Yerevan,Armenia
791,40.1668828,44.5146355,Movses Khorenatsi Street,Yerevan,Armenia
792,40.1815025,44.5108536,Yeznik Koghbatsi St,Yerevan,Armenia
793,40.1815025,44.5108536,Yeznik Koghbatsi St,Yerevan,Armenia
794,40.1828222,44.512412,Pushkin St,Yerevan,Armenia
795,40.2012047,44.5014376,Hrachya Kochar St,Yerevan,Armenia
796,40.2008014,44.4909757,Hakob Hakobyan St,Yerevan,Armenia
797,40.1668828,44.5146355,Movses Khorenatsi Street,Yerevan,Armenia
798,40.1686452,44.45749199999999,Malatia-Sebastia,Yerevan,Armenia
799,40.1820619,44.5208837,Sayat-Nova Ave,Yerevan,Armenia
800,40.1686452,44.45749199999999,Malatia-Sebastia,Yerevan,Armenia
801,40.1829508,44.5166621,Tumanyan St,Yerevan,Armenia
802,40.1880349,44.5174169,Moskovyan Street,Yerevan,Armenia
803,40.1878405,44.52007769999999,Teryan,Yerevan,Armenia
804,40.1851571,44.52059999999999,Abovyan St,Yerevan,Armenia
805,40.1845988,44.5099309,Ghazar Parpetsi St,Yerevan,Armenia
806,40.2028835,44.5234038,Azatutyan Ave,Yerevan,Armenia
807,40.1769039,44.5220545,Khanjyan St,Yerevan,Armenia
809,40.1668828,44.5146355,Movses Khorenatsi Street,Yerevan,Armenia
810,40.2507786,44.419895,Proshyan,Yerevan,Armenia
811,40.1801152,44.51284649999999,Aram Street,Yerevan,Armenia
812,40.2153506,44.5848525,Charents,Yerevan,Armenia
813,40.1994399,44.4794483,Halabyan St,Yerevan,Armenia
814,40.1665764,44.5132354,Tigran Mets Ave,Yerevan,Armenia
815,40.1943397,44.4872434,Kievyan St,Yerevan,Armenia
816,40.2052002,44.5306779,Nersisyan St,Yerevan,Armenia
817,40.1878405,44.52007769999999,Teryan,Yerevan,Armenia
818,40.1709263,44.5173011,Yervand Kochar St,Yerevan,Armenia
820,40.1709263,44.5173011,Yervand Kochar St,Yerevan,Armenia
821,40.208895,44.5253036,Shirvanzade St,Yerevan,Armenia
822,40.1815025,44.5108536,Yeznik Koghbatsi St,Yerevan,Armenia
823,40.2165996,44.5770075,Isahakyan,Yerevan,Armenia
824,40.1829508,44.5166621,Tumanyan St,Yerevan,Armenia
825,40.1820619,44.5208837,Sayat-Nova Ave,Yerevan,Armenia
828,40.2042635,44.5021686,Vahram Papazyan St,Yerevan,Armenia
829,40.1739979,44.52130349999999,Vardanants St,Yerevan,Armenia
830,40.1429018,44.5428794,Mahari St,Yerevan,Armenia
832,40.183731,44.5111862,Mesrop Mashtots Ave,Yerevan,Armenia
833,40.1815734,44.520049,Nalbandyan St,Yerevan,Armenia
834,40.1709263,44.5173011,Yervand Kochar St,Yerevan,Armenia
835,40.152014,44.4963241,Garegin Nzhdeh St,Yerevan,Armenia
836,40.1778973,44.5189876,Hanrapetutyan St,Yerevan,Armenia
837,40.18938180000001,44.5156616,Tamanyan St,Yerevan,Armenia
838,40.1686452,44.45749199999999,Malatia-Sebastia,Yerevan,Armenia
839,40.1668828,44.5146355,Movses Khorenatsi Street,Yerevan,Armenia
840,40.2057999,44.5062259,Komitas Ave,Yerevan,Armenia
841,40.2028835,44.5234038,Azatutyan Ave,Yerevan,Armenia
843,40.18155369999999,44.4844405,Tsitsernakaberd Hwy,Yerevan,Armenia
844,40.1806224,44.50817809999999,Amiryan St,Yerevan,Armenia
846,40.18245659999999,44.5154619,Hin Yerevantsi St,Yerevan,Armenia
847,40.1851571,44.52059999999999,Abovyan St,Yerevan,Armenia
848,40.183731,44.5111862,Mesrop Mashtots Ave,Yerevan,Armenia
849,40.1665764,44.5132354,Tigran Mets Ave,Yerevan,Armenia
850,40.1769039,44.5220545,Khanjyan St,Yerevan,Armenia
851,40.1739979,44.52130349999999,Vardanants St,Yerevan,Armenia
852,40.1845988,44.5099309,Ghazar Parpetsi St,Yerevan,Armenia
853,40.1878405,44.52007769999999,Teryan,Yerevan,Armenia
854,40.183731,44.5111862,Mesrop Mashtots Ave,Yerevan,Armenia
855,40.1999758,44.4938913,Kasyan St,Yerevan,Armenia
856,40.2012047,44.5014376,Hrachya Kochar St,Yerevan,Armenia
857,40.152014,44.4963241,Garegin Nzhdeh St,Yerevan,Armenia
860,40.1665764,44.5132354,Tigran Mets Ave,Yerevan,Armenia
861,40.2003784,44.4958383,Gyulbenkyan St,Yerevan,Armenia
862,40.1880349,44.5174169,Moskovyan Street,Yerevan,Armenia
863,40.1778973,44.5189876,Hanrapetutyan St,Yerevan,Armenia
864,40.1815734,44.520049,Nalbandyan St,Yerevan,Armenia
865,40.1815734,44.520049,Nalbandyan St,Yerevan,Armenia
866,40.1815025,44.5108536,Yeznik Koghbatsi St,Yerevan,Armenia
867,40.1665764,44.5132354,Tigran Mets Ave,Yerevan,Armenia
868,40.2071944,44.4980317,Hovsep Emin St,Yerevan,Armenia
869,40.2507786,44.419895,Proshyan,Yerevan,Armenia
870,40.2017171,44.499469,Vagharsh Vagharshyan St,Yerevan,Armenia
871,40.18938180000001,44.5156616,Tamanyan St,Yerevan,Armenia
872,40.183731,44.5111862,Mesrop Mashtots Ave,Yerevan,Armenia
873,40.1300329,44.44754469999999,Nerkin Charbakh,Yerevan,Armenia
874,40.1829508,44.5166621,Tumanyan St,Yerevan,Armenia
875,40.1300329,44.44754469999999,Nerkin Charbakh,Yerevan,Armenia
876,40.1880349,44.5174169,Moskovyan Street,Yerevan,Armenia
877,40.1820773,44.5146677,Northern Ave,Yerevan,Armenia
878,40.1880349,44.5174169,Moskovyan Street,Yerevan,Armenia
879,40.1686452,44.45749199999999,Malatia-Sebastia,Yerevan,Armenia
880,40.2028835,44.5234038,Azatutyan Ave,Yerevan,Armenia
881,40.1820773,44.5146677,Northern Ave,Yerevan,Armenia
882,40.18155369999999,44.4844405,Tsitsernakaberd Hwy,Yerevan,Armenia
883,40.1761575,44.5171991,Buzand St,Yerevan,Armenia
885,40.2094973,44.5140293,Griboyedov St,Yerevan,Armenia
886,40.18938180000001,44.5156616,Tamanyan St,Yerevan,Armenia
887,40.18155369999999,44.4844405,Tsitsernakaberd Hwy,Yerevan,Armenia
888,40.1806224,44.50817809999999,Amiryan St,Yerevan,Armenia
889,40.1567434,44.5017089,Arshakunyats Ave,Yerevan,Armenia
890,40.1665764,44.5132354,Tigran Mets Ave,Yerevan,Armenia
891,40.1820619,44.5208837,Sayat-Nova Ave,Yerevan,Armenia
892,40.1668828,44.5146355,Movses Khorenatsi Street,Yerevan,Armenia
893,40.1912848,44.4706607,Leningradyan St,Yerevan,Armenia
894,40.2507786,44.419895,Proshyan,Yerevan,Armenia
895,40.23038810000001,44.5425552,Tbilisyan Hwy,Yerevan,Armenia
896,40.2028835,44.5234038,Azatutyan Ave,Yerevan,Armenia
898,40.1798593,44.5250268,Alek Manukyan St,Yerevan,Armenia
899,40.183731,44.5111862,Mesrop Mashtots Ave,Yerevan,Armenia
900,40.1793718,44.5019252,Leo St,Yerevan,Armenia
901,40.1829508,44.5166621,Tumanyan St,Yerevan,Armenia
902,40.183731,44.5111862,Mesrop Mashtots Ave,Yerevan,Armenia
903,40.2017171,44.499469,Vagharsh Vagharshyan St,Yerevan,Armenia
904,40.1709263,44.5173011,Yervand Kochar St,Yerevan,Armenia
905,40.1885924,44.5945694,Kochinyan St,Yerevan,Armenia
908,40.1829508,44.5166621,Tumanyan St,Yerevan,Armenia
909,40.1820773,44.5146677,Northern Ave,Yerevan,Armenia
911,40.1829508,44.5166621,Tumanyan St,Yerevan,Armenia
912,40.2057999,44.5062259,Komitas Ave,Yerevan,Armenia
913,40.1665764,44.5132354,Tigran Mets Ave,Yerevan,Armenia
914,40.18155369999999,44.4844405,Tsitsernakaberd Hwy,Yerevan,Armenia
915,40.1815734,44.520049,Nalbandyan St,Yerevan,Armenia
916,40.183731,44.5111862,Mesrop Mashtots Ave,Yerevan,Armenia
918,40.1878405,44.52007769999999,Teryan,Yerevan,Armenia
919,40.1567434,44.5017089,Arshakunyats Ave,Yerevan,Armenia
920,40.1567434,44.5017089,Arshakunyats Ave,Yerevan,Armenia
921,40.18155369999999,44.4844405,Tsitsernakaberd Hwy,Yerevan,Armenia
922,40.1912848,44.4706607,Leningradyan St,Yerevan,Armenia
923,40.1851571,44.52059999999999,Abovyan St,Yerevan,Armenia
924,40.1665764,44.5132354,Tigran Mets Ave,Yerevan,Armenia
925,40.1799127,44.4480574,Ohanov St,Yerevan,Armenia
926,40.1567434,44.5017089,Arshakunyats Ave,Yerevan,Armenia
927,40.1665764,44.5132354,Tigran Mets Ave,Yerevan,Armenia
928,40.1815025,44.5108536,Yeznik Koghbatsi St,Yerevan,Armenia
929,40.1665764,44.5132354,Tigran Mets Ave,Yerevan,Armenia
930,40.1793718,44.5019252,Leo St,Yerevan,Armenia
931,40.1880349,44.5174169,Moskovyan Street,Yerevan,Armenia
932,40.18938180000001,44.5156616,Tamanyan St,Yerevan,Armenia
933,40.2507786,44.419895,Proshyan,Yerevan,Armenia
934,40.1806224,44.50817809999999,Amiryan St,Yerevan,Armenia
935,40.1668828,44.5146355,Movses Khorenatsi Street,Yerevan,Armenia
936,40.19883979999999,44.5283926,Adonts Institute; 31 Karapet Ulnetsi St,Yerevan,Armenia
937,40.183731,44.5111862,Mesrop Mashtots Ave,Yerevan,Armenia
938,40.1665764,44.5132354,Zavarian Street,Yerevan,Armenia
939,40.2041361,44.5506143,Rubinyants St,Yerevan,Armenia
940,40.183731,44.5111862,Mesrop Mashtots Ave,Yerevan,Armenia
941,40.1665764,44.5132354,Tigran Mets Ave,Yerevan,Armenia
942,40.2089841,44.5230657,Shahsuvaryan St,Yerevan,Armenia
943,40.1922371,44.5041657,Marshal Baghramyan Ave,Yerevan,Armenia
944,40.2012047,44.5014376,Hrachya Kochar St,Yerevan,Armenia
945,40.188147,44.5239866,Koryun St,Yerevan,Armenia
946,40.220299,44.48818929999999,Davtashen,Yerevan,Armenia
947,40.1781458,44.5195386,Tpagrichner St,Yerevan,Armenia
948,40.2057999,44.5062259,Komitas Ave,Yerevan,Armenia
949,40.1820619,44.5208837,Sayat-Nova Ave,Yerevan,Armenia
950,40.1860168,44.5183665,Teryan St,Yerevan,Armenia
951,40.183731,44.5111862,Mesrop Mashtots Ave,Yerevan,Armenia
952,40.1820773,44.5146677,Northern Ave,Yerevan,Armenia
953,40.183731,44.5111862,Mesrop Mashtots Ave,Yerevan,Armenia
954,40.18938180000001,44.5156616,Tamanyan St,Yerevan,Armenia
955,40.183731,44.5111862,Mesrop Mashtots Ave,Yerevan,Armenia
956,40.1820773,44.5146677,Northern Ave,Yerevan,Armenia
957,40.2057999,44.5062259,Komitas Ave,Yerevan,Armenia
958,40.1851571,44.52059999999999,Abovyan St,Yerevan,Armenia
959,40.18938180000001,44.5156616,Tamanyan St,Yerevan,Armenia
960,40.1878405,44.52007769999999,Teryan,Yerevan,Armenia
961,40.1318612,44.5286979,Avanesov St,Yerevan,Armenia
962,40.1742376,44.44811139999999,Raffi St,Yerevan,Armenia
963,40.2225759,44.5605321,Acharyan St,Yerevan,Armenia
964,40.2042635,44.5021686,Vahram Papazyan St,Yerevan,Armenia
965,40.1878405,44.52007769999999,Teryan,Yerevan,Armenia
966,40.1851571,44.52059999999999,Abovyan St,Yerevan,Armenia
968,40.1828222,44.512412,Pushkin St,Yerevan,Armenia
969,40.1878405,44.52007769999999,Teryan,Yerevan,Armenia
970,40.1829508,44.5166621,Tumanyan St,Yerevan,Armenia
971,40.1665764,44.5132354,Tigran Mets Ave,Yerevan,Armenia
972,40.1815025,44.5108536,Yeznik Koghbatsi St,Yerevan,Armenia
973,40.1829508,44.5166621,Tumanyan St,Yerevan,Armenia
975,40.18938180000001,44.5156616,Tamanyan St,Yerevan,Armenia
976,40.1806224,44.50817809999999,Amiryan St,Yerevan,Armenia
977,40.7900256,43.8460855,Sayat Nova Ave, Gyumri,Armenia
979,40.1828222,44.512412,Pushkin St,Yerevan,Armenia
980,40.2057999,44.5062259,Komitas Ave,Yerevan,Armenia
981,40.183731,44.5111862,Mesrop Mashtots Ave,Yerevan,Armenia
983,40.1549165,44.4782376,Bagratuniats St,Yerevan,Armenia
984,40.1665764,44.5132354,Tigran Mets Ave,Yerevan,Armenia
987,40.2049242,44.5400546,Paruyr Sevak St,Yerevan,Armenia
988,40.5211546,44.7604094,Zoravar Andranik Ave, Hrazdan,Armenia
990,40.7900256,43.8460855,Sayat Nova Ave, Gyumri,Armenia
991,40.7871635,43.8475584,Gorki Street, Gyumri,Armenia
992,40.217578,44.5796092,Hovhannisyan,Yerevan,Armenia
993,40.2012047,44.5014376,Hrachya Kochar St,Yerevan,Armenia
995,40.1567434,44.5017089,Arshakunyats Ave,Yerevan,Armenia
996,40.2165996,44.5770075,Isahakyan,Yerevan,Armenia
998,40.7900256,43.8460855,Sayat Nova Ave, Gyumri,Armenia
999,40.7844093,43.8453954,Haghtanaki Avenue, Gyumri,Armenia
1001,40.7820951,43.8450086,Mayakovsky Street, Gyumri,Armenia
1002,40.7859427,43.8398429,Gayi Street, Gyumri,Armenia
1003,40.8007819,43.8343261,Shirakatsi Street, Gyumri,Armenia
1004,40.19908660000001,44.4995078,Gabriel Sundukyan St,Yerevan,Armenia
1005,40.1878405,44.52007769999999,Teryan,Yerevan,Armenia
1006,40.1763424,44.5107597,Vazgen Sargsyan St,Yerevan,Armenia
1007,40.1746614,44.5072007,Embassy of the Italian Republic in the Republic ofArmenia; 5 Italy St,Yerevan,Armenia
1008,40.8257546,43.83369889999999,Movses Khorenatsi Street, Gyumri,Armenia
1009,40.80218230000001,43.8529766,Shara Talyan St, Gyumri,Armenia
1010,40.7875056,43.8411963,Abovyan St, Gyumri,Armenia
1011,40.80218230000001,43.8529766,Shara Talyan St, Gyumri,Armenia
1013,40.8260264,43.8273327,Yeghishe Charents St, Gyumri,Armenia
1014,40.7863621,43.8433953,Rijkov St, Gyumri,Armenia
1015,40.1668828,44.5146355,Movses Khorenatsi Street,Yerevan,Armenia
1016,40.1739979,44.52130349999999,Vardanants St,Yerevan,Armenia
1017,40.1778973,44.5189876,Hanrapetutyan St,Yerevan,Armenia
1018,40.1851571,44.52059999999999,Abovyan St,Yerevan,Armenia
1019,40.1860168,44.5183665,Teryan St,Yerevan,Armenia
1020,40.1665764,44.5132354,Tigran Mets Ave,Yerevan,Armenia
1021,40.2165996,44.5770075,Isahakyan,Yerevan,Armenia
1022,40.2165996,44.5770075,Isahakyan,Yerevan,Armenia
1023,40.1860168,44.5183665,Teryan St,Yerevan,Armenia
1024,40.1665764,44.5132354,Tigran Mets Ave,Yerevan,Armenia
1025,40.1851571,44.52059999999999,Abovyan St,Yerevan,Armenia
1026,40.1680853,44.51954019999999,Zavarian St,Yerevan,Armenia
1028,40.2049764,44.4751292,Margaryan St,Yerevan,Armenia
1029,40.1665764,44.5132354,Tigran Mets Ave,Yerevan,Armenia
1031,40.1709263,44.5173011,Yervand Kochar St,Yerevan,Armenia
1032,40.1851571,44.52059999999999,Abovyan St,Yerevan,Armenia
1033,40.1739979,44.52130349999999,Vardanants St,Yerevan,Armenia
1034,40.5333069,44.71142649999999,Vladimir Harutyunyan St, Tsaghkadzor 2310,Armenia
1036,40.1845988,44.5099309,Ghazar Parpetsi St,Yerevan,Armenia
1039,40.7900256,43.8460855,Sayat Nova Ave, Gyumri,Armenia
1042,40.183731,44.5111862,Mesrop Mashtots Ave,Yerevan,Armenia
1043,40.1829508,44.5166621,Tumanyan St,Yerevan,Armenia
1044,40.1820619,44.5208837,Sayat-Nova Ave,Yerevan,Armenia
1045,40.1828222,44.512412,Pushkin St,Yerevan,Armenia
1046,40.2005366,44.5662392,Gai Ave,Yerevan,Armenia
1047,40.1845988,44.5099309,Ghazar Parpetsi St,Yerevan,Armenia
1048,40.1778973,44.5189876,Hanrapetutyan St,Yerevan,Armenia
1049,40.1815025,44.5108536,Yeznik Koghbatsi St,Yerevan,Armenia
1050,40.1828222,44.512412,Pushkin St,Yerevan,Armenia
1051,40.1828222,44.512412,Pushkin St,Yerevan,Armenia
1053,40.1860168,44.5183665,Teryan St,Yerevan,Armenia
1054,40.18938180000001,44.5156616,Tamanyan St,Yerevan,Armenia
1055,40.1820619,44.5208837,Sayat-Nova Ave,Yerevan,Armenia
1056,40.1820619,44.5208837,Sayat-Nova Ave,Yerevan,Armenia
1057,40.1851571,44.52059999999999,Abovyan St,Yerevan,Armenia
1058,40.1851571,44.52059999999999,Abovyan St,Yerevan,Armenia
1060,40.1820619,44.5208837,Sayat-Nova Ave,Yerevan,Armenia
1063,40.14906149999999,44.4798263,Manandyan St,Yerevan,Armenia
1064,40.1880349,44.5174169,Moskovyan Street,Yerevan,Armenia
1066,40.1880349,44.5174169,Moskovyan Street,Yerevan,Armenia
1067,40.1815734,44.520049,Nalbandyan St,Yerevan,Armenia
1068,40.2225759,44.5605321,Acharyan St,Yerevan,Armenia
1069,40.183731,44.5111862,Mesrop Mashtots Ave,Yerevan,Armenia
1070,40.1820619,44.5208837,Sayat-Nova Ave,Yerevan,Armenia
1071,40.1723726,44.5147026,Zoravar Andranik statue; Tigran Mets Ave,Yerevan,Armenia
1072,40.183731,44.5111862,Mesrop Mashtots Ave,Yerevan,Armenia
1073,40.1820619,44.5208837,Sayat-Nova Ave,Yerevan,Armenia
1074,40.1739979,44.52130349999999,Vardanants St,Yerevan,Armenia
1076,40.1831583,44.4950688,Hrazdan Gorge,Yerevan,Armenia
1078,40.182398,44.580363,Anania Shirakatsy Lyceum; 35 Mikoyan St,Yerevan,Armenia
1079,40.1860168,44.5183665,Teryan St,Yerevan,Armenia
1080,40.1773371,44.5074447,Zakyan St,Yerevan,Armenia
1081,40.1567434,44.5017089,Arshakunyats Ave,Yerevan,Armenia
1082,40.1851571,44.52059999999999,Abovyan St,Yerevan,Armenia
1083,40.1567434,44.5017089,Arshakunyats Ave,Yerevan,Armenia
1084,40.1829508,44.5166621,Tumanyan St,Yerevan,Armenia
1085,40.1829508,44.5166621,Tumanyan St,Yerevan,Armenia
1086,40.1769039,44.5220545,Khanjyan St,Yerevan,Armenia
1087,40.1769039,44.5220545,Khanjyan St,Yerevan,Armenia
1088,40.1665764,44.5132354,Tigran Mets Ave,Yerevan,Armenia
1089,40.1806224,44.50817809999999,Amiryan St,Yerevan,Armenia
1090,40.1878405,44.52007769999999,Teryan,Yerevan,Armenia
1091,40.1851571,44.52059999999999,Abovyan St,Yerevan,Armenia
1092,40.2012047,44.5014376,Hrachya Kochar St,Yerevan,Armenia
1093,40.2057999,44.5062259,Komitas Ave,Yerevan,Armenia
1094,40.1779515,44.5650182,Hunan Avetisyan St,Yerevan,Armenia
1097,40.1820773,44.5146677,Northern Ave,Yerevan,Armenia
1098,40.7900256,43.8460855,Sayat Nova Ave, Gyumri,Armenia
1099,40.14906149999999,44.4798263,Manandyan St,Yerevan,Armenia
1100,40.14906149999999,44.4798263,Manandyan St,Yerevan,Armenia
1101,40.2042635,44.5021686,Vahram Papazyan St,Yerevan,Armenia
1102,40.7987273,43.8350178,8 Shirakatsi Street, Gyumri,Armenia
1103,40.1820619,44.5208837,Sayat-Nova Ave,Yerevan,Armenia
1104,40.1820619,44.5208837,Sayat-Nova Ave,Yerevan,Armenia
1105,40.183731,44.5111862,Mesrop Mashtots Ave,Yerevan,Armenia
1106,40.2028705,44.5309353,Davit Anhaght Street,Yerevan,Armenia
1107,40.188147,44.5239866,Koryun St,Yerevan,Armenia
1109,40.1820619,44.5208837,Sayat-Nova Ave,Yerevan,Armenia
1110,40.1567434,44.5017089,Arshakunyats Ave,Yerevan,Armenia
1111,40.2165996,44.5770075,Isahakyan,Yerevan,Armenia
1112,40.1567434,44.5017089,Arshakunyats Ave,Yerevan,Armenia
1113,40.7871635,43.8475584,Gorki Street, Gyumri,Armenia
1114,40.1922371,44.5041657,Marshal Baghramyan Ave,Yerevan,Armenia
1116,40.1829508,44.5166621,Tumanyan St,Yerevan,Armenia
1117,40.1567434,44.5017089,Arshakunyats Ave,Yerevan,Armenia
1118,40.1994399,44.4794483,Halabyan St,Yerevan,Armenia
1119,40.1820773,44.5146677,Northern Ave,Yerevan,Armenia
1120,40.18938180000001,44.5156616,Tamanyan St,Yerevan,Armenia
1121,40.18938180000001,44.5156616,Tamanyan St,Yerevan,Armenia
1122,40.1567434,44.5017089,Arshakunyats Ave,Yerevan,Armenia
1123,40.1829508,44.5166621,Tumanyan St,Yerevan,Armenia
1124,40.1829508,44.5166621,Tumanyan St,Yerevan,Armenia
1125,40.1793718,44.5019252,Leo St,Yerevan,Armenia
1126,40.183731,44.5111862,Mesrop Mashtots Ave,Yerevan,Armenia
1127,40.1860168,44.5183665,Teryan St,Yerevan,Armenia
1128,40.1820619,44.5208837,Sayat-Nova Ave,Yerevan,Armenia
1129,40.2049764,44.4751292,Margaryan St,Yerevan,Armenia
1130,40.1798593,44.5250268,Alek Manukyan St,Yerevan,Armenia
1131,40.1668828,44.5146355,Movses Khorenatsi Street,Yerevan,Armenia
1132,40.1778973,44.5189876,Hanrapetutyan St,Yerevan,Armenia
1133,40.1567434,44.5017089,Arshakunyats Ave,Yerevan,Armenia
1134,40.8291882,43.82866019999999,Paruyr Sevak St, Gyumri,Armenia
1135,40.8142988,43.8405374,Vazgen Sargsyan Street, Gyumri,Armenia
1136,40.2231704,44.5403843,Kanaker,Yerevan,Armenia
1137,40.2123895,44.4637902,Gevorg Chaush St,Yerevan,Armenia
1138,40.2231704,44.5403843,Kanaker,Yerevan,Armenia
1139,40.8142988,43.8405374,Vazgen Sargsyan Street, Gyumri,Armenia
1140,40.1865393,44.5127365,Alexander Spendiaryan St,Yerevan,Armenia
1141,40.1815734,44.520049,Nalbandyan St,Yerevan,Armenia
1142,40.1865393,44.5127365,Alexander Spendiaryan St,Yerevan,Armenia
1143,40.2028687,44.5337444,Karapet Ulnetsi St,Yerevan,Armenia
1144,40.1778973,44.5189876,Hanrapetutyan St,Yerevan,Armenia
1145,40.183731,44.5111862,Mesrop Mashtots Ave,Yerevan,Armenia
1146,40.189047,44.5280669,Heratsi St,Yerevan,Armenia
1147,40.1665764,44.5132354,Tigran Mets Ave,Yerevan,Armenia
1148,40.5211546,44.7604094,Zoravar Andranik Ave, Hrazdan,Armenia
1149,40.1407474,44.5203928,Nor Aresh,Yerevan,Armenia
1150,40.1829508,44.5166621,Tumanyan St,Yerevan,Armenia
1151,40.2017171,44.499469,Vagharsh Vagharshyan St,Yerevan,Armenia
1152,40.1763424,44.5107597,Vazgen Sargsyan St,Yerevan,Armenia
1154,40.1572119,44.50175549999999,Arshakunyats Ave,Yerevan,Armenia
1155,40.1815734,44.520049,Nalbandyan St,Yerevan,Armenia
1156,40.18938180000001,44.5156616,Tamanyan St,Yerevan,Armenia
1157,40.1878405,44.52007769999999,Teryan,Yerevan,Armenia
1158,40.1815734,44.520049,Nalbandyan St,Yerevan,Armenia
1160,40.2057999,44.5062259,Komitas Ave,Yerevan,Armenia
1161,40.2012047,44.5014376,Hrachya Kochar St,Yerevan,Armenia
1162,40.2042082,44.5162127,Nairi Zaryan St,Yerevan,Armenia
1163,40.1820619,44.5208837,Sayat-Nova Ave,Yerevan,Armenia
1164,40.1820619,44.5208837,Sayat-Nova Ave,Yerevan,Armenia
1165,40.2039871,44.542691,Dro St,Yerevan,Armenia
1166,40.2068668,44.5104334,Vratsakan St,Yerevan,Armenia
1167,40.2331377,44.5532003,Z. Sarkavag 6-th line,Yerevan,Armenia
1168,40.1739979,44.52130349999999,Vardanants St,Yerevan,Armenia
1169,40.1820619,44.5208837,Sayat-Nova Ave,Yerevan,Armenia
1170,40.14063489999999,44.4674459,Shirak St,Yerevan,Armenia
1172,40.2331377,44.5532003,Z. Sarkavag 6-th line,Yerevan,Armenia
1174,40.1820773,44.5146677,Northern Ave,Yerevan,Armenia
1175,40.1567434,44.5017089,Arshakunyats Ave,Yerevan,Armenia
1176,40.1567434,44.5017089,Arshakunyats Ave,Yerevan,Armenia
1177,40.1739979,44.52130349999999,Vardanants St,Yerevan,Armenia
1178,40.2153506,44.5848525,Charents,Yerevan,Armenia
1179,40.1815734,44.520049,Nalbandyan St,Yerevan,Armenia
1180,40.183731,44.5111862,Mesrop Mashtots Ave,Yerevan,Armenia
1181,40.1665764,44.5132354,Tigran Mets Ave,Yerevan,Armenia
1182,40.1801152,44.51284649999999,Aram Street,Yerevan,Armenia
1183,40.1851571,44.52059999999999,Abovyan St,Yerevan,Armenia
